LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2020-11-28 16:28:59,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:29:00,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
